row_id,label,sentence,baseline_prob_pos,baseline_entropy,baseline_brier,baseline_margin,baseline_pred,constrained_top128_prob_pos,constrained_top128_entropy,constrained_top128_brier,constrained_top128_margin,constrained_top128_pred,expanded_bottom64_prob_pos,expanded_bottom64_entropy,expanded_bottom64_brier,expanded_bottom64_margin,expanded_bottom64_pred
18,0,... the movie is just a plain old monster . ,0.0007183459820225835,0.005917827598750591,1.0319695320504252e-06,-7.23784065246582,0,0.0007249756599776447,0.005965827964246273,1.0511730579310097e-06,-7.228647232055664,0,0.0007150410092435777,0.005893866065889597,1.0224482593912398e-06,-7.24245548248291,0
19,0,"in its best moments , resembles a bad high school production of grease , without benefit of song . ",0.0004135086201131344,0.0036349680740386248,3.419529548409628e-07,-7.79041862487793,0,0.00041634863009676337,0.0036571044474840164,3.4668386206249124e-07,-7.783571243286133,0,0.00041160357068292797,0.003620120231062174,3.3880741057146224e-07,-7.795038223266602,0
20,0,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0.022656429558992386,0.10820478200912476,0.0010266280733048916,-3.764394521713257,0,0.023162459954619408,0.11010395735502243,0.0010730002541095018,-3.7417874336242676,0,0.02273055911064148,0.10848372429609299,0.0010333580430597067,-3.761052131652832,0
21,0,the iditarod lasts for days - this just felt like it did . ,0.04481329396367073,0.18295036256313324,0.004016466438770294,-3.0594019889831543,0,0.0472634881734848,0.19037747383117676,0.00446767034009099,-3.0036003589630127,0,0.044613804668188095,0.18233953416347504,0.003980780951678753,-3.064072370529175,0
22,0,holden caulfield did it better . ,0.9907523393630981,0.052515242248773575,1.9631803035736084,4.674090385437012,1,0.9912142157554626,0.05034433305263519,1.9650112390518188,4.725798606872559,1,0.9907615780830383,0.05247195065021515,1.96321702003479,4.675102233886719,1
23,1,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",0.9998834133148193,0.0011727050878107548,2.7191109808200054e-08,9.056530952453613,1,0.9998829364776611,0.0011763623915612698,2.7394767343480453e-08,9.053150177001953,1,0.9998828172683716,0.0011781785869970918,2.747205307684908e-08,9.051350593566895,1
24,1,seldom has a movie so closely matched the spirit of a man and his work . ,0.9965078234672546,0.0232419241219759,2.4390303224208765e-05,5.653743743896484,1,0.9965441823005676,0.023036576807498932,2.388566281297244e-05,5.664221286773682,1,0.9965242743492126,0.023149043321609497,2.4161294277291745e-05,5.658472061157227,1
25,0,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ",0.00035233626840636134,0.00315371947363019,2.483143930476217e-07,-7.9505720138549805,0,0.0003623181255534291,0.00323285348713398,2.625190518301679e-07,-7.922625541687012,0,0.00035201062564738095,0.0031510984990745783,2.4783309982012725e-07,-7.9514970779418945,0
26,0,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ",0.0019384338520467281,0.014043737202882767,7.514930530305719e-06,-6.243934631347656,0,0.001884841243736446,0.013708367943763733,7.105165877874242e-06,-6.272025108337402,0,0.0019296308746561408,0.013988735154271126,7.446758900186978e-06,-6.248495101928711,0
27,1,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,0.9996742010116577,0.002942098071798682,2.1233049096736067e-07,8.02871322631836,1,0.9996751546859741,0.0029338328167796135,2.1103326730553817e-07,8.03191089630127,1,0.9996758699417114,0.0029280895832926035,2.1010518480579776e-07,8.034114837646484,1
28,0,"it 's a cookie-cutter movie , a cut-and-paste job . ",0.008490588515996933,0.04894430935382843,0.00014417973579838872,-4.760270118713379,0,0.008198441006243229,0.047548502683639526,0.00013442884664982557,-4.795578956604004,0,0.008476173505187035,0.04887567088007927,0.0001436904422007501,-4.761983871459961,0
29,0,i had to look away - this was god awful . ,0.002993977162986994,0.02038797177374363,1.7927941371453926e-05,-5.808154106140137,0,0.0031362040899693966,0.021210642531514168,1.967126263480168e-05,-5.761600971221924,0,0.0029960148967802525,0.020399797707796097,1.7952286725630984e-05,-5.807471752166748,0
30,1,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",0.9998767375946045,0.0012327891308814287,3.038802276478236e-08,9.001046180725098,1,0.9998785257339478,0.0012167879613116384,2.951600919232078e-08,9.01555061340332,1,0.9998769760131836,0.0012308000586926937,3.02754159520191e-08,9.002822875976562,1
31,0,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0.00337880477309227,0.022599341347813606,2.2833071852801368e-05,-5.6868486404418945,0,0.0035251148510724306,0.02342814952135086,2.485261211404577e-05,-5.64431095123291,0,0.003404289484024048,0.022744137793779373,2.3178577976068482e-05,-5.679308891296387,0
32,1,"a gorgeous , witty , seductive movie . ",0.9998878240585327,0.001132257399149239,2.516128461138578e-08,9.095552444458008,1,0.9998900890350342,0.0011117520043626428,2.4158575584465325e-08,9.115823745727539,1,0.9998869895935059,0.0011398772476240993,2.5537987724533195e-08,9.088102340698242,1
33,0,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0.05138194188475609,0.2025642991065979,0.005280202254652977,-2.915719509124756,0,0.05471605807542801,0.21217398345470428,0.0059877000749111176,-2.84932804107666,0,0.05112549290060997,0.20181593298912048,0.005227629095315933,-2.9209933280944824,0
34,0,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ",0.0001843905047280714,0.0017698134761303663,6.798742191449492e-08,-8.598270416259766,0,0.00018976863066200167,0.001815964700654149,7.200641505278327e-08,-8.569515228271484,0,0.00018434195953886956,0.0017694446723908186,6.796952334298112e-08,-8.598533630371094,0
35,0,a sequence of ridiculous shoot - 'em - up scenes . ,0.0002833239268511534,0.002597711281850934,1.6053184026532108e-07,-8.168636322021484,0,0.0002932355273514986,0.0026786059606820345,1.7202043522956956e-07,-8.134241104125977,0,0.00028359200223349035,0.0025999904610216618,1.6088657162072195e-07,-8.16769027709961,0
36,1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",0.9991298317909241,0.007002006750553846,1.514470227448328e-06,7.045897483825684,1,0.9991389513015747,0.006937575060874224,1.4828571011094027e-06,7.056466102600098,1,0.9991312623023987,0.0069919489324092865,1.5095017715793801e-06,7.047539710998535,1
37,0,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",0.012954780831933022,0.06917573511600494,0.00033565243938937783,-4.333250999450684,0,0.01253550872206688,0.06735192984342575,0.00031427654903382063,-4.366575241088867,0,0.012938521802425385,0.06910531222820282,0.00033481165883131325,-4.3345232009887695,0
38,1,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",0.9991269707679749,0.007021630182862282,1.5242920881064492e-06,7.042712688446045,1,0.9991266131401062,0.007024695631116629,1.5256993037837674e-06,7.04219913482666,1,0.9991231560707092,0.007048805709928274,1.5377346471723286e-06,7.038288593292236,1
39,1,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",0.9997716546058655,0.002142662648111582,1.0426758478843112e-07,8.384572982788086,1,0.9997664093971252,0.0021864604204893112,1.0910543579711884e-07,8.361924171447754,1,0.9997709393501282,0.002148741390556097,1.0492699686892593e-07,8.38139533996582,1
40,1,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",0.9998881816864014,0.001129288342781365,2.5008942472481976e-08,9.098432540893555,1,0.9998899698257446,0.0011131418868899345,2.4219236394174004e-08,9.114399909973145,1,0.9998884201049805,0.0011265003122389317,2.4885377314376456e-08,9.101251602172852,1
41,1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",0.9996800422668457,0.0028951542917639017,2.047863034704278e-07,8.046804428100586,1,0.9996771812438965,0.0029174445662647486,2.0839870273903216e-07,8.038217544555664,1,0.9996820688247681,0.0028785523027181625,2.021746468017227e-07,8.053287506103516,1
42,1,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,0.9997768998146057,0.002098812721669674,9.954352719887538e-08,8.407705307006836,1,0.9997740387916565,0.002122608944773674,1.0209833334329232e-07,8.395103454589844,1,0.9997734427452087,0.002127686282619834,1.0264227512379875e-07,8.392423629760742,1
43,1,holm ... embodies the character with an effortlessly regal charisma . ,0.9998315572738647,0.0016313522355630994,5.671695646469743e-08,8.68925666809082,1,0.9998316764831543,0.0016303296433761716,5.6637276202309295e-08,8.68995475769043,1,0.999830961227417,0.0016369742807000875,5.713869200008048e-08,8.685379981994629,1
44,0,"the title not only describes its main characters , but the lazy people behind the camera as well . ",0.004431347828358412,0.028435176238417625,3.9273327274713665e-05,-5.414610385894775,0,0.004268236458301544,0.02754897251725197,3.643562376964837e-05,-5.452277183532715,0,0.004419081378728151,0.02836872823536396,3.9056096284184605e-05,-5.417394638061523,0
45,0,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,0.0027292193844914436,0.01883811131119728,1.4897374057909474e-05,-5.901006698608398,0,0.0027245613746345043,0.018810629844665527,1.4846614249108825e-05,-5.902719497680664,0,0.0027014820370823145,0.018674250692129135,1.459589839214459e-05,-5.91124963760376,0
46,0,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0.03990217298269272,0.16763310134410858,0.0031843651086091995,-3.1806044578552246,0,0.03964594379067421,0.1668173372745514,0.003143603913486004,-3.1873133182525635,0,0.0401771143078804,0.1685066670179367,0.0032284052576869726,-3.1734511852264404,0
47,1,a subtle and well-crafted ( for the most part ) chiller . ,0.9998636245727539,0.0013498940970748663,3.718868413216114e-08,8.90017318725586,1,0.9998639822006226,0.001346729462966323,3.699452122418734e-08,8.902782440185547,1,0.9998639822006226,0.0013468936085700989,3.700016648622295e-08,8.902629852294922,1
48,1,has a lot of the virtues of eastwood at his best . ,0.9998326301574707,0.001622351468540728,5.6010701854347644e-08,8.695398330688477,1,0.9998303651809692,0.0016419203020632267,5.753224030513593e-08,8.682035446166992,1,0.9998314380645752,0.0016330276848748326,5.6825324890041884e-08,8.688055038452148,1
49,0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0.00022269411419983953,0.0020955109503120184,9.920691468323639e-08,-8.409488677978516,0,0.00022379243455361575,0.0021047191694378853,1.001764076136169e-07,-8.40456771850586,0,0.00022149430878926069,0.0020853064488619566,9.809153311834962e-08,-8.414892196655273,0
50,0,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0.0007920412463136017,0.0064475382678210735,1.2545408480946207e-06,-7.1401047706604,0,0.0007784308982081711,0.006350321229547262,1.2119182883907342e-06,-7.157451629638672,0,0.000791502941865474,0.006443755701184273,1.2529334298960748e-06,-7.140785217285156,0
51,1,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",0.9998251795768738,0.0016875163419172168,6.113388906214823e-08,8.651420593261719,1,0.999825656414032,0.0016830291133373976,6.078440151213726e-08,8.654422760009766,1,0.9998247027397156,0.0016915705054998398,6.146457565137098e-08,8.648749351501465,1
52,1,"mr. tsai is a very original artist in his medium , and what time is it there ? ",0.9986221790313721,0.01045305747538805,3.7968466131133027e-06,6.585855960845947,1,0.998637855052948,0.010349493473768234,3.7108284232090227e-06,6.597344875335693,1,0.9986180067062378,0.010480379685759544,3.8198022593860514e-06,6.582847595214844,1
53,1,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,0.9997410178184509,0.0023978413082659245,1.3414518207355286e-07,8.258480072021484,1,0.999735414981842,0.00244374037720263,1.3998933923176082e-07,8.237234115600586,1,0.9997413754463196,0.002395018469542265,1.3378431162891502e-07,8.25979232788086,1
54,0,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0.0008983316947706044,0.007199728395789862,1.6140527350216871e-06,-7.014072418212891,0,0.0008986869943328202,0.0072022234089672565,1.6153337583091343e-06,-7.013676643371582,0,0.0009035320836119354,0.007236115168780088,1.6326594050042331e-06,-7.008295059204102,0
55,1,"a tender , heartfelt family drama . ",0.9998681545257568,0.0013098400086164474,3.4770167189890344e-08,8.93364143371582,1,0.9998689889907837,0.001302102580666542,3.4322219732985104e-08,8.94025993347168,1,0.99986732006073,0.001316969282925129,3.520085911645765e-08,8.92763900756836,1
56,0,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0.0003314261557534337,0.0029867682605981827,2.1967046848203609e-07,-8.011774063110352,0,0.0003386373573448509,0.00304452539421618,2.2937506116704753e-07,-7.990242004394531,0,0.0003305394493509084,0.002979715121909976,2.1853111320524476e-07,-8.014453887939453,0
57,0,the cold turkey would 've been a far better title . ,0.0026651816442608833,0.018459487706422806,1.420660009898711e-05,-5.924814224243164,0,0.002563026500865817,0.0178521815687418,1.313807206315687e-05,-5.964000225067139,0,0.0026566425804048777,0.01840883679687977,1.4115478734311182e-05,-5.928031921386719,0
58,0,manages to be both repulsively sadistic and mundane . ,0.0018796444637700915,0.013675778172910213,7.066081707307603e-06,-6.274791240692139,0,0.0018287714337930083,0.013355894014239311,6.688876965199597e-06,-6.302280426025391,0,0.0018801195546984673,0.013678761199116707,7.06966056895908e-06,-6.274538040161133,0
59,0,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0.1256730705499649,0.3780778646469116,0.031587451696395874,-1.9397704601287842,0,0.1290069967508316,0.38449472188949585,0.03328562155365944,-1.9097672700881958,0,0.12618590891361237,0.379071444272995,0.03184577822685242,-1.9351112842559814,0
60,1,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",0.9998378753662109,0.001576781738549471,5.255977342244478e-08,8.727154731750488,1,0.9998345375061035,0.0016057956963777542,5.474295505791815e-08,8.706832885742188,1,0.9998384714126587,0.0015713529428467155,5.216454823653294e-08,8.731019973754883,1
61,0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0.00032279264996759593,0.0029175356030464172,2.0840704451074998e-07,-8.038177490234375,0,0.0003295841161161661,0.0029720591846853495,2.1727086618739122e-07,-8.017349243164062,0,0.00032257699058391154,0.0029157791286706924,2.081139882648131e-07,-8.038846015930176,0
62,1,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,0.9894513487815857,0.058507561683654785,0.00022254715440794826,4.541156768798828,1,0.9888251423835754,0.06133311986923218,0.00024975574342533946,4.482847690582275,1,0.989470362663269,0.0584212988615036,0.00022174621699377894,4.542977333068848,1
63,1,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",0.9997650980949402,0.0021975310519337654,1.103409630331953e-07,8.356260299682617,1,0.9997637867927551,0.0022085290402173996,1.1157924006965914e-07,8.350666046142578,1,0.9997664093971252,0.0021872068755328655,1.0915279347045725e-07,8.361490249633789,1
64,0,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0.857641339302063,0.4092221260070801,1.4710973501205444,1.7958364486694336,1,0.8534064888954163,0.4167543947696686,1.456605315208435,1.7615724802017212,1,0.8580082058906555,0.4085627794265747,1.4723562002182007,1.798844337463379,1
65,0,you wonder why enough was n't just a music video rather than a full-length movie . ,0.0017758564790710807,0.013021561317145824,6.307136118266499e-06,-6.331695079803467,0,0.0017524800496175885,0.012873465195298195,6.142427992017474e-06,-6.344969272613525,0,0.0017858477076515555,0.013084877282381058,6.378599209710956e-06,-6.326074600219727,0
66,1,"if you 're hard up for raunchy college humor , this is your ticket right here . ",0.831662118434906,0.45324090123176575,0.05667528510093689,1.5974531173706055,1,0.8317410945892334,0.45311468839645386,0.056622110307216644,1.5980174541473389,1,0.8315964937210083,0.45334574580192566,0.05671948939561844,1.5969842672348022,1
67,1,"a fast , funny , highly enjoyable movie . ",0.9998911619186401,0.0011015693889930844,2.3678577321106786e-08,9.126084327697754,1,0.9998916387557983,0.0010977282654494047,2.348513028493926e-08,9.129897117614746,1,0.9998914003372192,0.0011001811362802982,2.3595973175360996e-08,9.127386093139648,1
68,1,good old-fashioned slash-and-hack is back ! ,0.9981695413589478,0.013366613537073135,6.701230176986428e-06,6.3013458251953125,1,0.9981750249862671,0.013331896625459194,6.66103323965217e-06,6.304367542266846,1,0.9981714487075806,0.013354284688830376,6.687059340038104e-06,6.302422046661377,1
69,0,"this one is definitely one to skip , even for horror movie fanatics . ",0.13837750256061554,0.40200722217559814,0.03829667717218399,-1.8288317918777466,0,0.13187429308891296,0.389934241771698,0.03478166460990906,-1.8844873905181885,0,0.13947239518165588,0.40400460362434387,0.038905106484889984,-1.8196790218353271,0
70,0,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0.00415999349206686,0.026957351714372635,3.461054075160064e-05,-5.4780731201171875,0,0.00408149603754282,0.026526587083935738,3.331666812300682e-05,-5.497201919555664,0,0.004179916810244322,0.02706655114889145,3.494372504064813e-05,-5.473275184631348,0
71,1,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",0.9998536109924316,0.0014384232927113771,4.284231636120239e-08,8.829497337341309,1,0.9998519420623779,0.0014534626388922334,4.3836799079599587e-08,8.81788444519043,1,0.9998548030853271,0.0014280788600444794,4.215415216890506e-08,8.837514877319336,1
72,1,uses high comedy to evoke surprising poignance . ,0.9996333122253418,0.003267513820901513,2.689226619168039e-07,7.910622596740723,1,0.9996367692947388,0.0032399084884673357,2.638504952301446e-07,7.920194625854492,1,0.9996306896209717,0.0032880501821637154,2.727616674746969e-07,7.903572082519531,1
73,1,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",0.9746877551078796,0.11804880201816559,0.0012814198853448033,3.6508285999298096,1,0.9739431142807007,0.12075617909431458,0.001357921864837408,3.6210713386535645,1,0.9747340679168701,0.11787964403629303,0.001276734285056591,3.652708053588867,1
74,0,a string of rehashed sight gags based in insipid vulgarity . ,0.0004883707733824849,0.004211832769215107,4.770409987031599e-07,-7.6239471435546875,0,0.0004830027755815536,0.00417088158428669,4.6661551778015564e-07,-7.635004997253418,0,0.0004866551316808909,0.004198677372187376,4.7362476607304416e-07,-7.627468109130859,0
75,1,among the year 's most intriguing explorations of alientation . ,0.9998138546943665,0.0017847628332674503,6.92921062750429e-08,8.588912963867188,1,0.9998114705085754,0.0018059129361063242,7.111282229743665e-08,8.575700759887695,1,0.9998136162757874,0.001786713721230626,6.946498842808069e-08,8.587700843811035,1
76,0,the movie fails to live up to the sum of its parts . ,0.0002440821990603581,0.002274328377097845,1.191516645349111e-07,-8.317761421203613,0,0.0002412164758425206,0.002250479767099023,1.1637247609996848e-07,-8.329574584960938,0,0.00024290656438097358,0.002264530397951603,1.179986313104564e-07,-8.322590827941895,0
77,1,the son 's room is a triumph of gentility that earns its moments of pathos . ,0.9998049139976501,0.0018616472370922565,7.61244365321545e-08,8.541778564453125,1,0.9998051524162292,0.001859526732005179,7.593416739837267e-08,8.543058395385742,1,0.999803364276886,0.0018750570015981793,7.734793427971454e-08,8.533744812011719,1
78,1,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",0.9998239874839783,0.0016975408652797341,6.195728019520175e-08,8.64483642578125,1,0.99982088804245,0.0017247661016881466,6.418012077347157e-08,8.62704086303711,1,0.9998237490653992,0.0017001506639644504,6.215056913561057e-08,8.643074989318848,1
79,0,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0.00037209666334092617,0.0033103101886808872,2.7696748361449863e-07,-7.895984649658203,0,0.00038378004683181643,0.0034023793414235115,2.9463095074788725e-07,-7.865056991577148,0,0.000373915012460202,0.0033246332313865423,2.796581952679844e-07,-7.89110803604126,0
80,1,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,0.9998527765274048,0.0014459430240094662,4.333804071166014e-08,8.823676109313965,1,0.9998595714569092,0.001385548966936767,3.941948989449884e-08,8.871200561523438,1,0.9998531341552734,0.001443211454898119,4.3143650430010894e-08,8.825739860534668,1
81,0,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0.0003573095891624689,0.003193139797076583,2.5531215896990034e-07,-7.936550617218018,0,0.0003484321350697428,0.003122627967968583,2.428214997962641e-07,-7.961718559265137,0,0.0003568396787159145,0.003189403098076582,2.546360917676793e-07,-7.937867164611816,0
82,0,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0.07848935574293137,0.27506425976753235,0.01232115924358368,-2.4630513191223145,0,0.0750998929142952,0.26663532853126526,0.011279987171292305,-2.510866641998291,0,0.07828245311975479,0.2745543122291565,0.012256279587745667,-2.4659154415130615,0
83,1,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",0.9030227065086365,0.3183901906013489,0.01880919188261032,2.2312707901000977,1,0.901033341884613,0.32280656695365906,0.019588802009820938,2.208759069442749,1,0.9031208157539368,0.3181711733341217,0.01877114549279213,2.2323920726776123,1
84,1,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",0.9997909665107727,0.0019804537296295166,8.740667567508353e-08,8.472616195678711,1,0.9997854828834534,0.002026929287239909,9.205726314576168e-08,8.446666717529297,1,0.999790370464325,0.001985243521630764,8.789124450458985e-08,8.469934463500977,1
